Time,Predicted_Volatility_1hr_Ahead
2024-01-06 21:00:00,0.01850364699480425
2024-01-06 22:00:00,0.018786084573155563
2024-01-06 23:00:00,0.018708367840322943
2024-01-07 00:00:00,0.018394999248786688
2024-01-07 01:00:00,0.0184212028295376
2024-01-07 02:00:00,0.018357246173345804
2024-01-07 03:00:00,0.021525667799735387
2024-01-07 04:00:00,0.02167393065268199
2024-01-07 05:00:00,0.04726843216606644
2024-01-07 06:00:00,0.04896551039728087
2024-01-07 07:00:00,0.05331361108387291
2024-01-07 08:00:00,0.03336498026931204
2024-01-07 09:00:00,0.03319997332726178
2024-01-07 10:00:00,0.031242068176696017
2024-01-07 11:00:00,0.01651885657991725
2024-01-07 12:00:00,0.013465648085096918
2024-01-07 13:00:00,0.009780234640228707
2024-01-07 14:00:00,0.007308198654768163
2024-01-07 15:00:00,0.007450335411750565
2024-01-07 16:00:00,0.007527589321737218
2024-01-07 17:00:00,0.007346562082755273
2024-01-07 18:00:00,0.0072710138488494384
2024-01-07 19:00:00,0.007246248320244137
2024-01-07 20:00:00,0.00720736541707618
2024-01-07 21:00:00,0.007192162203986583
2024-01-07 22:00:00,0.007181975931783253
2024-01-07 23:00:00,0.007173777001933736
2024-01-08 00:00:00,0.007169837921627799
2024-01-08 01:00:00,0.006763986311045308
2024-01-08 02:00:00,0.006742610252993036
2024-01-08 03:00:00,0.006673456944714298
2024-01-08 04:00:00,0.0066112066234240595
2024-01-08 05:00:00,0.006678203764917878
2024-01-08 06:00:00,0.006661663870736404
2024-01-08 07:00:00,0.007059402028532248
2024-01-08 08:00:00,0.04984236990150798
2024-01-08 09:00:00,0.05197835537736501
2024-01-08 10:00:00,0.059265171680801886
2024-01-08 11:00:00,0.06099227548446095
2024-01-08 12:00:00,0.07078074228988719
2024-01-08 13:00:00,0.07253518701982814
2024-01-08 14:00:00,0.030466402978016408
2024-01-08 15:00:00,0.02704259812969715
2024-01-08 16:00:00,0.019420156352787002
2024-01-08 17:00:00,0.012363663091531774
2024-01-08 18:00:00,0.010163617902823387
2024-01-08 19:00:00,0.008062150122550016
2024-01-08 20:00:00,0.006742595964039706
2024-01-08 21:00:00,0.00595040647836689
2024-01-08 22:00:00,0.004764663539667326
2024-01-08 23:00:00,0.004407423212930007
2024-01-09 00:00:00,0.004091914571992702
2024-01-09 01:00:00,0.003859821719533738
2024-01-09 02:00:00,0.0037542466772902887
2024-01-09 03:00:00,0.0036692723575462182
2024-01-09 04:00:00,0.008563391845239214
2024-01-09 05:00:00,0.02689671985181014
2024-01-09 06:00:00,0.10436978290160955
2024-01-09 07:00:00,0.10060091278078026
2024-01-09 08:00:00,0.11527632928390315
2024-01-09 09:00:00,0.07361704353117023
2024-01-09 10:00:00,0.06958910473883267
2024-01-09 11:00:00,0.06331898851191355
2024-01-09 12:00:00,0.03218871010322659
2024-01-09 13:00:00,0.024137394354154688
2024-01-09 14:00:00,0.017396421672381753
2024-01-09 15:00:00,0.011956554842903557
2024-01-09 16:00:00,0.009065222532004393
2024-01-09 17:00:00,0.006921643200131571
2024-01-09 18:00:00,0.005723423834969148
2024-01-09 19:00:00,0.005013037309838222
2024-01-09 20:00:00,0.00450266790765605
2024-01-09 21:00:00,0.004090216917677968
2024-01-09 22:00:00,0.003894994825406216
2024-01-09 23:00:00,0.0037511915041855927
2024-01-10 00:00:00,0.011757603295306238
2024-01-10 01:00:00,0.00399794310709373
2024-01-10 02:00:00,0.004937646750012942
2024-01-10 03:00:00,0.004742162020226769
2024-01-10 04:00:00,0.012451418974039619
2024-01-10 05:00:00,0.014212899794225775
2024-01-10 06:00:00,0.005936895642376122
2024-01-10 07:00:00,0.01242408976320493
2024-01-10 08:00:00,0.005666892735759598
2024-01-10 09:00:00,0.005579426203663435
2024-01-10 10:00:00,0.0050875206381470394
2024-01-10 11:00:00,0.013482432842869246
2024-01-10 12:00:00,0.01396274633862177
2024-01-10 13:00:00,0.00606545142471803
2024-01-10 14:00:00,0.006669165275885226
2024-01-10 15:00:00,0.0053692789726761565
2024-01-10 16:00:00,0.008409796976769244
2024-01-10 17:00:00,0.004714622331032243
2024-01-10 18:00:00,0.008773542611179755
2024-01-10 19:00:00,0.007167705988681034
2024-01-10 20:00:00,0.004881157809914754
2024-01-10 21:00:00,0.007531195231720158
2024-01-10 22:00:00,0.004826103587683886
2024-01-10 23:00:00,0.005078867393950299
2024-01-11 00:00:00,0.006995447090619299
2024-01-11 01:00:00,0.0061766419256923085
2024-01-11 02:00:00,0.007176977338748486
2024-01-11 03:00:00,0.004896986621532999
2024-01-11 04:00:00,0.005167007494203837
2024-01-11 05:00:00,0.004944170766003504
2024-01-11 06:00:00,0.004451822875557691
2024-01-11 07:00:00,0.013560909969227423
2024-01-11 08:00:00,0.012886071078298826
2024-01-11 09:00:00,0.013503743243230486
2024-01-11 10:00:00,0.010255888944231626
2024-01-11 11:00:00,0.007181141643731569
2024-01-11 12:00:00,0.00936946517211438
2024-01-11 13:00:00,0.005938095925719343
2024-01-11 14:00:00,0.031374022424373635
2024-01-11 15:00:00,0.02384241240243488
2024-01-11 16:00:00,0.035691395546008794
2024-01-11 17:00:00,0.02100478482381154
2024-01-11 18:00:00,0.020968746910518928
2024-01-11 19:00:00,0.011637573768687572
2024-01-11 20:00:00,0.012009403451635519
2024-01-11 21:00:00,0.01459917147868171
2024-01-11 22:00:00,0.0066247675790341454
2024-01-11 23:00:00,0.0071107861286985085
2024-01-12 00:00:00,0.005952319825356609
2024-01-12 01:00:00,0.004969602761231643
2024-01-12 02:00:00,0.006171629342557727
2024-01-12 03:00:00,0.021320031804181416
2024-01-12 04:00:00,0.022674885290096425
2024-01-12 05:00:00,0.010591504208223423
2024-01-12 06:00:00,0.009441291638668201
2024-01-12 07:00:00,0.01570720844122774
2024-01-12 08:00:00,0.05243410148798424
2024-01-12 09:00:00,0.03409235448107338
2024-01-12 10:00:00,0.021020894956883834
2024-01-12 11:00:00,0.04854201463309611
2024-01-12 12:00:00,0.05581029574581045
2024-01-12 13:00:00,0.02068472411878265
2024-01-12 14:00:00,0.03231167529754323
2024-01-12 15:00:00,0.025837322836092122
2024-01-12 16:00:00,0.025082849710881996
2024-01-12 17:00:00,0.012905800086408516
2024-01-12 18:00:00,0.010590097309761556
