Time,uncertainty
2024-03-11 19:00:00,0.0018875075259711595
2024-03-11 20:00:00,0.0018933699507033455
2024-03-11 21:00:00,0.0018885281728580595
2024-03-11 22:00:00,0.0018875075259711595
2024-03-11 23:00:00,0.0018943889872753063
2024-03-12 00:00:00,0.0018885281728580595
2024-03-12 01:00:00,0.0018875075259711595
2024-03-12 02:00:00,0.0018848136154701934
2024-03-12 03:00:00,0.0018848136154701934
2024-03-12 04:00:00,0.0018838111212244259
2024-03-12 05:00:00,0.0018848136154701934
2024-03-12 06:00:00,0.0018848136154701934
2024-03-12 07:00:00,0.0018848136154701934
2024-03-12 08:00:00,0.0018848136154701934
2024-03-12 09:00:00,0.0018848136154701934
2024-03-12 10:00:00,0.0018848136154701934
2024-03-12 11:00:00,0.0018858231365447866
2024-03-12 12:00:00,0.0018875075259711595
2024-03-12 13:00:00,0.0018848136154701934
2024-03-12 14:00:00,0.0018875075259711595
2024-03-12 15:00:00,0.0018885281728580595
2024-03-12 16:00:00,0.001886498444073368
2024-03-12 17:00:00,0.001886498444073368
2024-03-12 18:00:00,0.0018904192681657153
2024-03-12 19:00:00,0.0018875075259711595
2024-03-12 20:00:00,0.0018886688558268363
2024-03-12 21:00:00,0.0018896605170448312
2024-03-12 22:00:00,0.0018866625498048962
2024-03-12 23:00:00,0.0018886688558268363
2024-03-13 00:00:00,0.0018848136154701934
2024-03-13 01:00:00,0.0018838111212244259
2024-03-13 02:00:00,0.0018838111212244259
2024-03-13 03:00:00,0.0018858231365447866
2024-03-13 04:00:00,0.0018848136154701934
2024-03-13 05:00:00,0.00187919917923864
2024-03-13 06:00:00,0.00187919917923864
2024-03-13 07:00:00,0.0018782107386505233
2024-03-13 08:00:00,0.0018782107386505233
2024-03-13 09:00:00,0.0018782107386505233
2024-03-13 10:00:00,0.00187919917923864
2024-03-13 11:00:00,0.001877230788813904
2024-03-13 12:00:00,0.0018808236942277291
2024-03-13 13:00:00,0.0018808236942277291
2024-03-13 14:00:00,0.0018808236942277291
2024-03-13 15:00:00,0.0018808236942277291
2024-03-13 16:00:00,0.0018798175401752817
2024-03-13 17:00:00,0.0018826710182474928
2024-03-13 18:00:00,0.001883653895929456
2024-03-13 19:00:00,0.0018826710182474928
2024-03-13 20:00:00,0.001887392168864608
2024-03-13 21:00:00,0.001888398762093857
2024-03-13 22:00:00,0.001885486727114767
2024-03-13 23:00:00,0.001886498444073368
2024-03-14 00:00:00,0.0018838111212244259
2024-03-14 01:00:00,0.0018838111212244259
2024-03-14 02:00:00,0.0018828196063986982
2024-03-14 03:00:00,0.0018815628287848086
2024-03-14 04:00:00,0.0018832075459067712
2024-03-14 05:00:00,0.0018832075459067712
2024-03-14 06:00:00,0.001887993694690522
2024-03-14 07:00:00,0.0018919755643582905
2024-03-14 08:00:00,0.0018871245638001713
2024-03-14 09:00:00,0.0018861008426756599
2024-03-14 10:00:00,0.0018861008426756599
2024-03-14 11:00:00,0.001893113032274414
2024-03-14 12:00:00,0.0018962620763340967
2024-03-14 13:00:00,0.0018973248841939495
2024-03-14 14:00:00,0.0018973248841939495
2024-03-14 15:00:00,0.0018973248841939495
2024-03-14 16:00:00,0.0019006523804273457
2024-03-14 17:00:00,0.001905747270502616
2024-03-14 18:00:00,0.0019068141773459504
2024-03-14 19:00:00,0.0019068141773459504
2024-03-14 20:00:00,0.0019068141773459504
2024-03-14 21:00:00,0.0019078762532444673
2024-03-14 22:00:00,0.0019089595560217278
2024-03-14 23:00:00,0.001917644423665479
2024-03-15 00:00:00,0.0019144030060851947
2024-03-15 01:00:00,0.0018330159323522823
2024-03-15 02:00:00,0.001831811855954584
2024-03-15 03:00:00,0.0018270936331828127
2024-03-15 04:00:00,0.0018335489465971478
2024-03-15 05:00:00,0.0018160019302740694
2024-03-15 06:00:00,0.0018204679191694596
2024-03-15 07:00:00,0.0018357338511850686
2024-03-15 08:00:00,0.0018540151711204092
2024-03-15 09:00:00,0.001861567987361923
2024-03-15 10:00:00,0.0018793855365947822
2024-03-15 11:00:00,0.0018904071176075378
2024-03-15 12:00:00,0.001893567726656329
2024-03-15 13:00:00,0.001893567726656329
2024-03-15 14:00:00,0.0018925281951669606
2024-03-15 15:00:00,0.0018922806458431297
2024-03-15 16:00:00,0.0018966529436875135
2024-03-15 17:00:00,0.0018988204275956378
2024-03-15 18:00:00,0.0018977387351333166
2024-03-15 19:00:00,0.0018944695030222649
2024-03-15 20:00:00,0.0018934277756488883
2024-03-15 21:00:00,0.0018882066954392942
2024-03-15 22:00:00,0.001879936410696246
2024-03-15 23:00:00,0.0018779254201217557
2024-03-16 00:00:00,0.0018730694422265516
2024-03-16 01:00:00,0.0018718330131378025
2024-03-16 02:00:00,0.0018630355698405767
2024-03-16 03:00:00,0.0018697394573246131
2024-03-16 04:00:00,0.0018697394573246131
2024-03-16 05:00:00,0.001871623525803443
2024-03-16 06:00:00,0.0018706298150937075
2024-03-16 07:00:00,0.0018784954716102222
2024-03-16 08:00:00,0.0018774841938284227
2024-03-16 09:00:00,0.0018806979432702067
2024-03-16 10:00:00,0.0018806979432702067
2024-03-16 11:00:00,0.0018817395242513159
2024-03-16 12:00:00,0.0018867402840987782
2024-03-16 13:00:00,0.0018867402840987782
2024-03-16 14:00:00,0.0018877842073561626
2024-03-16 15:00:00,0.001897327519254759
2024-03-16 16:00:00,0.001897327519254759
2024-03-16 17:00:00,0.001897327519254759
2024-03-16 18:00:00,0.0018983998426119798
2024-03-16 19:00:00,0.0019049705131328667
2024-03-16 20:00:00,0.0019038402184378357
2024-03-16 21:00:00,0.0019049705131328667
2024-03-16 22:00:00,0.001910719776642509
2024-03-16 23:00:00,0.0019095932881464251
2024-03-17 00:00:00,0.001910719776642509
2024-03-17 01:00:00,0.001910719776642509
2024-03-17 02:00:00,0.001910719776642509
2024-03-17 03:00:00,0.001917996057891287
2024-03-17 04:00:00,0.001917996057891287
2024-03-17 05:00:00,0.001917996057891287
2024-03-17 06:00:00,0.001917996057891287
2024-03-17 07:00:00,0.0019178583027678543
2024-03-17 08:00:00,0.001916661692375783
2024-03-17 09:00:00,0.001924344358558301
2024-03-17 10:00:00,0.001924344358558301
2024-03-17 11:00:00,0.0019255878144758755
2024-03-17 12:00:00,0.001924344358558301
2024-03-17 13:00:00,0.001924344358558301
2024-03-17 14:00:00,0.0019255878144758755
2024-03-17 15:00:00,0.001924344358558301
2024-03-17 16:00:00,0.00192427233356284
2024-03-17 17:00:00,0.0019324975294875914
2024-03-17 18:00:00,0.0019337720205658117
2024-03-17 19:00:00,0.0019337720205658117
2024-03-17 20:00:00,0.0019337720205658117
2024-03-17 21:00:00,0.0019290693153743634
2024-03-17 22:00:00,0.0019290693153743634
2024-03-17 23:00:00,0.0019269192521460356
2024-03-18 00:00:00,0.0019243568019010127
2024-03-18 01:00:00,0.0019235866321832874
2024-03-18 02:00:00,0.0019222989658010195
2024-03-18 03:00:00,0.0019222989658010195
2024-03-18 04:00:00,0.0019235866321832874
2024-03-18 05:00:00,0.0019235866321832874
2024-03-18 06:00:00,0.0019235866321832874
2024-03-18 07:00:00,0.0019235866321832874
2024-03-18 08:00:00,0.001925662474532146
2024-03-18 09:00:00,0.0019269192521460356
2024-03-18 10:00:00,0.0019269192521460356
2024-03-18 11:00:00,0.0019303638621931897
2024-03-18 12:00:00,0.0019303638621931897
2024-03-18 13:00:00,0.0019337720205658117
2024-03-18 14:00:00,0.0019351030190591701
2024-03-18 15:00:00,0.0019365038466639818
2024-03-18 16:00:00,0.001937902039207984
2024-03-18 17:00:00,0.001937902039207984
2024-03-18 18:00:00,0.0019401409625425005
2024-03-18 19:00:00,0.0019401409625425005
2024-03-18 20:00:00,0.0019414129649521785
2024-03-18 21:00:00,0.0019476040403242224
2024-03-18 22:00:00,0.001937293925730046
2024-03-18 23:00:00,0.0019385995983611794
2024-03-19 00:00:00,0.0019351359573192895
2024-03-19 01:00:00,0.001942655688908417
2024-03-19 02:00:00,0.0019440171369933526
2024-03-19 03:00:00,0.0019412517870659942
2024-03-19 04:00:00,0.0019426381218363533
2024-03-19 05:00:00,0.0019440310442587361
2024-03-19 06:00:00,0.0019440310442587361
2024-03-19 07:00:00,0.0019440310442587361
2024-03-19 08:00:00,0.0019440310442587361
2024-03-19 09:00:00,0.0019440310442587361
2024-03-19 10:00:00,0.0019454308471176774
2024-03-19 11:00:00,0.0019475939392577858
2024-03-19 12:00:00,0.0019489852513652297
2024-03-19 13:00:00,0.0019475939392577858
2024-03-19 14:00:00,0.0019475939392577858
2024-03-19 15:00:00,0.0019511309228255416
2024-03-19 16:00:00,0.0019525513669941576
2024-03-19 17:00:00,0.0019610914526856506
2024-03-19 18:00:00,0.0019610914526856506
2024-03-19 19:00:00,0.001962568550661672
2024-03-19 20:00:00,0.001962568550661672
2024-03-19 21:00:00,0.001962568550661672
2024-03-19 22:00:00,0.001958750933117699
2024-03-19 23:00:00,0.0019572909630369397
2024-03-20 00:00:00,0.0019549390248721466
2024-03-20 01:00:00,0.001959609230980277
2024-03-20 02:00:00,0.0019459420489147308
